State,Year,Urbanity,Unemployment,GDP_Per_Capital,GDP,Union,Voe,BlackE,BlackM,HispanicE,HispanicM,WhiteE,WhiteM,Totalpop,StudentpopE,StudentpopM,giniE,giniM,,,,,,,
Indiana,2016,10.4,4.425,47734,1.8,10.4,18741,599629,2885,429522,163,5284680,1026,6589578,360092,2651,0.4494,0.0022,,,,,,,
Indiana,2017,8.9,3.54166667,48460,1.8,8.9,19343,604249,2974,441968,183,5280583,999,6614418,359904,2371,0.4505,0.002,,,,,,,
Iowa,2005,11.5,NA,48534,0.9,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Iowa,2006,11.3,NA,48912,0.9,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Iowa,2007,10.5,NA,50764,0.9,10.5,68490,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Iowa,2008,10.6,NA,49435,0.9,10.6,74611,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Iowa,2009,11.1,6.391667,48013,0.9,11.1,69463,71078,1281,122103,223,2693023,609,2978880,171064,1570,0.426,0.003,,,,,,,
Iowa,2010,11.4,6.008333,49016,0.9,11.4,70079,81056,1656,136932,146,2696669,529,3016267,171807,1740,0.427,0.003,,,,,,,
Iowa,2011,11.2,5.525,49330,0.9,11.2,68599,84067,1377,144158,127,2698533,544,3032266,169027,1380,0.4281,0.0022,,,,,,,
Iowa,2012,10.4,5.033333,51120,1,10.4,68885,86578,1255,151027,150,2700729,548,3047646,166391,1507,0.4299,0.0021,,,,,,,
Iowa,2013,10.1,5.525,50641,1,10.1,74771,89485,1317,157711,106,2702157,583,3062553,164467,1477,0.4326,0.0023,,,,,,,
Iowa,2014,10.7,4.733333,53091,1,10.7,52612,93293,1384,163110,126,2702644,501,3078116,162407,1214,0.4358,0.0025,,,,,,,
Iowa,2015,9.6,4.241667,54261,1,9.6,61431,95692,1469,168230,124,2703612,476,3093526,161166,1574,0.4386,0.0025,,,,,,,
Iowa,2016,8.9,3.583333,53923,1,8.9,52592,100660,1482,172707,72,2701600,671,3106589,159813,1515,0.4422,0.0024,,,,,,,
Iowa,2017,7,3.09166667,53580,0.9,7,64130,104194,1465,178294,190,2697252,572,3118102,159487,1514,0.4427,0.0026,,,,,,,
Kansas,2005,7,NA,44534,0.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Kansas,2006,8,NA,46653,0.8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Kansas,2007,7,NA,48735,0.8,7,16649,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Kansas,2008,7,NA,49378,0.9,7,11858,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Kansas,2009,6.2,6.866667,47049,0.9,6.2,10633,154084,1512,244614,103,2237907,1271,2777835,159374,1389,0.442,0.0028,,,,,,,
Kansas,2010,6.8,7.058333,47213,0.9,6.8,8881,158460,1652,276108,434,2220952,1190,2809329,163042,1618,0.444,0.003,,,,,,,
Kansas,2011,7.6,6.491667,48296,0.9,7.6,4900,159450,1774,287599,118,2225141,634,2830985,160849,1557,0.4447,0.0022,,,,,,,
Kansas,2012,6.8,5.733333,48686,0.9,6.8,7617,160020,1630,298636,65,2229454,425,2851183,159395,1514,0.4454,0.0024,,,,,,,
Kansas,2013,7.5,6.491667,48559,0.9,7.5,7881,160429,1571,308122,108,2230704,498,2868107,160051,1250,0.4481,0.0021,,,,,,,
Kansas,2014,7.4,5.308333,49442,0.8,7.4,8540,162948,1607,316141,88,2231182,373,2882946,159807,1293,0.4517,0.0025,,,,,,,
Kansas,2015,8.7,4.533333,50240,0.8,8.7,8540,164058,1812,323218,81,2228789,395,2892987,161109,1469,0.4536,0.0026,,,,,,,
Kansas,2016,8.6,4.033333,51499,0.8,8.6,18985,163121,1610,327739,69,2227043,427,2898292,161415,1363,0.4555,0.0024,,,,,,,
Kansas,2017,7.8,3.65833333,52038,0.8,7.8,23330,163490,1638,334860,75,2220256,633,2903820,159435,1490,0.456,0.0026,,,,,,,
Kentucky,2005,9.7,NA,40358,1.1,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Kentucky,2006,9.8,NA,41082,1.1,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Kentucky,2007,9.1,NA,40376,1.1,9.1,34700,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Kentucky,2008,8.6,NA,40130,1.1,8.6,34343,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Kentucky,2009,8.6,10.33333,38224,1.1,8.6,30151,316163,2155,101044,1044,3727319,978,4252000,228975,2202,0.462,0.0024,,,,,,,
Kentucky,2010,8.9,10.16667,39567,1.1,8.9,143173,327658,2396,117348,962,3724731,770,4285828,232715,1892,0.464,0.003,,,,,,,
Kentucky,2011,8.9,9.375,39853,1.1,8.9,28691,332858,1989,124593,563,3737269,851,4316040,232765,2154,0.4665,0.002,,,,,,,
Kentucky,2012,10,8.166667,40193,1.1,10,30994,335145,2114,131039,661,3746258,706,4340167,229226,2073,0.4666,0.0018,,,,,,,
Kentucky,2013,11.2,9.375,40726,1.1,11.2,31956,337102,2107,136340,485,3753192,715,4361333,227432,1860,0.4679,0.0021,,,,,,,
Kentucky,2014,11,8.016667,40772,1.1,11,35312,340235,2294,139636,396,3760868,983,4383272,226469,1846,0.4693,0.0023,,,,,,,
Kentucky,2015,11,6.458333,40968,1.1,11,37058,342305,2125,143481,449,3762154,913,4397353,226997,1894,0.472,0.0025,,,,,,,
Kentucky,2016,11.1,5.141667,41147,1,11.1,34542,345715,2177,146945,645,3766346,694,4411989,226312,1690,0.4741,0.0023,,,,,,,
Kentucky,2017,9.6,4.90833333,41434,1,9.6,40673,348472,1990,152072,568,3764473,876,4424376,225946,1866,0.4762,0.0023,,,,,,,
Louisiana,2005,6.4,NA,53647,1.5,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Louisiana,2006,6.4,NA,56554,1.5,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Louisiana,2007,5.6,NA,53620,1.4,5.6,28871,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Louisiana,2008,4.6,NA,53043,1.5,4.6,33146,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Louisiana,2009,5.8,6.825,53136,1.4,5.8,30205,1398556,2237,146073,599,2729272,800,4411546,248994,2267,0.477,0.0028,,,,,,,
Louisiana,2010,4.3,7.95,54428,1.5,4.3,35373,1397762,1911,172754,457,2711272,636,4429940,244732,2300,0.475,0.002,,,,,,,
Louisiana,2011,4.5,7.833333,51159,1.5,4.5,340,1421435,2311,183706,371,2722640,702,4484596,244256,2327,0.4777,0.0022,,,,,,,
Louisiana,2012,6.2,7.091667,50779,1.4,6.2,45397,1441082,2047,192582,332,2732796,768,4529605,240040,2240,0.479,0.0021,,,,,,,
Louisiana,2013,4.3,7.833333,49003,1.4,4.3,50558,1454343,2026,202145,561,2742184,706,4567968,237445,2261,0.4802,0.0023,,,,,,,
Louisiana,2014,5.2,6.675,50316,1.4,5.2,49645,1468208,1762,210524,274,2748538,655,4601049,235122,2343,0.484,0.002,,,,,,,
Louisiana,2015,5.8,6.366667,49832,1.3,5.8,53242,1474359,2709,218263,395,2751183,818,4625253,237406,2230,0.4876,0.0021,,,,,,,
Louisiana,2016,4.2,6.066667,48791,1.2,4.2,59551,1483906,2507,223408,351,2754643,727,4645670,239185,2450,0.4903,0.0022,,,,,,,
Louisiana,2017,4.4,5.125,49536,1.2,4.4,57711,1490050,2693,231708,272,2752253,721,4663461,239206,2539,0.491,0.0024,,,,,,,
Maine,2005,11.9,NA,40653,0.4,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Maine,2006,11.9,NA,41001,0.3,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Maine,2007,11.7,NA,40693,0.3,11.7,6589,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Maine,2008,12.3,NA,40527,0.3,12.3,2824,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Maine,2009,11.7,8.083333,39910,0.3,11.7,3301,14773,929,16644,0,1244125,1341,1316380,72720,973,0.434,0.0035,,,,,,,
Maine,2010,11.6,8.125,40505,0.3,11.6,3788,13168,519,17043,75,1258372,273,1327665,72533,949,0.434,0.003,,,,,,,
Maine,2011,11.3,7.891667,39971,0.3,11.3,3414,13273,505,17307,93,1256736,256,1328543,69944,878,0.439,0.0033,,,,,,,
Maine,2012,11.5,7.466667,39824,0.3,11.5,3650,13682,580,17241,61,1254741,265,1329084,68681,909,0.44,0.003,,,,,,,
Maine,2013,11.1,7.891667,39531,0.3,11.1,3569,14134,652,17946,NA,1251964,266,1328320,67844,936,0.443,0.0036,,,,,,,
Maine,2014,11,6.65,40141,0.3,11,3582,14456,579,18592,NA,1249385,393,1328535,66083,988,0.449,0.0039,,,,,,,
Maine,2015,11.6,5.608333,40483,0.3,11.6,3760,14473,557,19447,NA,1247808,302,1329100,65454,937,0.4516,0.004,,,,,,,
Maine,2016,11.4,3.783333,41289,0.3,11.4,3732,15472,595,19772,NA,1246606,413,1329923,65041,874,0.4515,0.0038,,,,,,,
Maine,2017,11.4,3.4,42087,0.3,11.4,3705,16065,612,20427,NA,1244859,288,1330158,64389,1180,0.4529,0.0038,,,,,,,
Maryland,2005,13.3,NA,54716,2,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Maryland,2006,13.1,NA,55387,2,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Maryland,2007,12.9,NA,55204,2,12.9,25588,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Maryland,2008,12.6,NA,55560,2,12.6,26874,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Maryland,2009,12.6,7.016667,54946,2.1,12.6,38655,1609316,2758,371306,0,3255131,1167,5637418,329516,2251,0.439,0.0024,,,,,,,
Maryland,2010,11.6,7.65,56530,2.1,11.6,28161,1645250,2820,429946,NA,3179571,1265,5696423,333049,2345,0.441,0.002,,,,,,,
Maryland,2011,12.4,7.25,57254,2.1,12.4,23511,1661299,2997,451861,NA,3167532,1227,5736545,328707,2251,0.4429,0.0015,,,,,,,
Maryland,2012,10.6,6.966667,56874,2.1,10.6,24448,1675532,3074,472285,NA,3163295,1110,5785496,324287,2296,0.4444,0.0015,,,,,,,
Maryland,2013,11.6,7.25,56542,2,11.6,19198,1692104,3422,493310,NA,3158454,961,5834299,319395,2092,0.4471,0.0018,,,,,,,
Maryland,2014,11.9,6.566667,56852,2,11.9,24142,1710040,2932,515724,NA,3153084,984,5887776,315438,2472,0.4483,0.0017,,,,,,,
Maryland,2015,10.4,5.816667,57666,2,10.4,23966,1723335,2948,533671,NA,3144084,1117,5930538,313669,2294,0.45,0.0016,,,,,,,
Maryland,2016,11,4.441667,59423,2.1,11,23885,1738618,3741,550146,NA,3128390,1068,5959902,311720,2418,0.4513,0.0015,,,,,,,
Maryland,2017,10.8,4.24166667,59757,2,10.8,29512,1754143,3047,573303,NA,3109275,1123,5996079,310812,1942,0.452,0.0015,,,,,,,
Massachusetts,2005,13.9,NA,61030,2.7,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Massachusetts,2006,14.5,NA,62050,2.6,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Massachusetts,2007,13.2,NA,63433,2.6,13.2,24248,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Massachusetts,2008,15.7,NA,63782,2.6,15.7,23182,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Massachusetts,2009,16.6,8.1,62609,2.7,16.6,23476,371034,2871,543149,87,5140201,2906,6511176,352773,2323,0.465,0.002,,,,,,,
Massachusetts,2010,14.5,8.291667,64659,2.7,14.5,23480,390908,2952,584975,375,5013857,2354,6477096,349445,2358,0.469,0.002,,,,,,,
Massachusetts,2011,14.6,7.241667,65736,2.7,14.6,23897,397820,2680,606922,448,5005318,2461,6512227,347872,2434,0.4718,0.0016,,,,,,,
Massachusetts,2012,14.4,6.658333,66685,2.7,14.4,23563,407341,2427,630406,54,5006403,2163,6560595,343734,1846,0.4741,0.0015,,,,,,,
Massachusetts,2013,13.7,7.241667,66260,2.7,13.7,23406,413926,2413,655863,51,5000518,2070,6605058,342687,2398,0.477,0.0018,,,,,,,
Massachusetts,2014,13.7,6.716667,67106,2.7,13.7,23485,423855,2507,681824,410,4992644,1806,6657291,343154,2490,0.4801,0.0014,,,,,,,
Massachusetts,2015,12.9,5.75,69326,2.8,12.9,24624,434326,3315,707928,480,4982325,2412,6705586,342333,2077,0.4819,0.0016,,,,,,,
Massachusetts,2016,12.1,3.883333,70167,2.8,12.1,25582,443182,2662,731739,182,4970011,2232,6742143,343004,2123,0.4826,0.0016,,,,,,,
Massachusetts,2017,12.4,3.75833333,71517,2.8,12.4,25332,453683,2824,760177,457,4952367,2312,6789319,343788,2356,0.4831,0.0017,,,,,,,
Michigan,2005,20.5,NA,44845,3,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Michigan,2006,19.6,NA,44171,2.9,19.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Michigan,2007,19.5,NA,44109,2.8,19.5,87147,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Michigan,2008,18.8,NA,41893,2.6,18.8,53695,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Michigan,2009,18.8,13.60833,38387,2.5,18.8,54770,1393302,2859,406161,342,7783617,1250,10039208,613200,3267,0.448,0.0015,,,,,,,
Michigan,2010,16.5,12.575,40591,2.6,16.5,53424,1389178,2665,423412,165,7654981,1208,9952687,615331,2903,0.449,0.001,,,,,,,
Michigan,2011,17.5,10.39167,41640,2.6,17.5,55688,1381897,3255,432043,144,7609623,1034,9920621,599406,2649,0.4524,0.0012,,,,,,,
Michigan,2012,16.6,9.125,42322,2.6,16.6,53476,1377045,2809,438398,133,7573403,893,9897264,583131,2254,0.4554,0.0011,,,,,,,
Michigan,2013,16.3,10.39167,42803,2.6,16.3,52734,1370247,2929,447594,79,7546578,1001,9886095,568969,2283,0.458,0.0011,,,,,,,
Michigan,2014,14.5,8.783333,43453,2.6,14.5,52237,1368159,3519,457109,21,7526388,933,9889024,559335,2508,0.4592,0.0012,,,,,,,
Michigan,2015,15.2,7.233333,44549,2.6,15.2,67889,1366632,2562,467021,69,7513622,1156,9900571,550696,2746,0.4624,0.0012,,,,,,,
Michigan,2016,14.4,5,45446,2.6,14.4,77381,1361993,3590,474381,63,7503076,1114,9909600,543029,2811,0.4648,0.0011,,,,,,,
Michigan,2017,15.6,4.59166667,46021,2.6,15.6,80089,1359208,3418,484568,68,7493362,987,9925568,538584,2357,0.4656,0.0012,,,,,,,
Minnesota,2005,15.7,NA,55101,1.9,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Minnesota,2006,16,NA,54608,1.8,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Minnesota,2007,16.3,NA,54388,1.8,16.3,29322,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Minnesota,2008,16.1,NA,54468,1.8,16.1,35622,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Minnesota,2009,15.1,7.766667,52157,1.8,15.1,92992,221394,1928,208919,175,4429663,994,5188581,301915,1745,0.435,0.0019,,,,,,,
Minnesota,2010,15.6,7.391667,53638,1.8,15.6,80973,253293,2107,233716,187,4396841,692,5241914,306460,1709,0.438,0.002,,,,,,,
Minnesota,2011,15.1,6.491667,54367,1.8,15.1,74108,260576,2148,242956,123,4404588,720,5278190,301179,1651,0.4408,0.0016,,,,,,,
Minnesota,2012,14.2,5.608333,54737,1.8,14.2,71303,267757,2270,250025,122,4410412,718,5313081,297803,1979,0.442,0.0016,,,,,,,
Minnesota,2013,14.3,6.491667,55532,1.8,14.3,74582,275133,1898,257144,230,4416170,864,5347740,295391,1801,0.4423,0.0015,,,,,,,
Minnesota,2014,14.2,4.958333,56725,1.8,14.2,87813,285362,2207,264265,64,4421799,814,5383661,293488,1678,0.4459,0.0014,,,,,,,
Minnesota,2015,14.2,4.158333,57106,1.8,14.2,89271,293837,2247,270984,69,4427809,872,5419171,292631,1724,0.448,0.0014,,,,,,,
Minnesota,2016,14.2,3.866667,57778,1.8,14.2,89487,305403,2570,276026,83,4432384,754,5450868,292619,1910,0.449,0.0014,,,,,,,
Minnesota,2017,15.2,3.40833333,58426,1.8,15.2,91722,321543,3023,284649,81,4434473,817,5490726,293919,1827,0.4501,0.0016,,,,,,,
Mississippi,2005,7.1,NA,32770,0.6,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Mississippi,2006,5.6,NA,33649,0.6,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Mississippi,2007,6.7,NA,34219,0.6,6.7,8261,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Mississippi,2008,5.3,NA,35411,0.7,5.3,9229,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Mississippi,2009,4.8,9.475,33616,0.6,4.8,7645,1078219,1977,61456,812,1719016,399,2922240,170239,1887,0.474,0.003,,,,,,,
Mississippi,2010,4.5,10.35833,33658,0.6,4.5,7338,1084941,1763,69834,387,1722204,474,2941991,171522,1800,0.474,0.003,,,,,,,
Mississippi,2011,5,9.983333,33147,0.6,5,7550,1091093,2157,75626,552,1722204,434,2956700,170191,2061,0.4756,0.003,,,,,,,
Mississippi,2012,4.3,9,33386,0.6,4.3,8143,1098146,2142,78634,500,1721075,435,2967620,169823,1836,0.4765,0.0024,,,,,,,
Mississippi,2013,3.7,9.983333,33332,0.6,3.7,7705,1102694,1938,81433,519,1720552,659,2976872,167133,2059,0.4753,0.0025,,,,,,,
Mississippi,2014,3.7,8.533333,33477,0.6,3.7,8317,1109239,2178,84073,809,1718713,395,2984345,164091,1855,0.4769,0.0029,,,,,,,
Mississippi,2015,5.4,7.491667,33541,0.6,5.4,8816,1112505,1755,86507,800,1714674,336,2988081,163382,1620,0.4775,0.0027,,,,,,,
Mississippi,2016,6.6,5.825,33684,0.6,6.6,9561,1117387,1877,86704,641,1710126,422,2989192,163174,1737,0.4799,0.003,,,,,,,
Mississippi,2017,5.3,5.1,33956,0.6,5.3,9561,1118458,2028,88261,494,1702268,609,2986220,161892,2251,0.4781,0.0029,,,,,,,
Missouri,2005,11.5,NA,45167,1.7,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Missouri,2006,10.9,NA,45053,1.7,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Missouri,2007,10.7,NA,44905,1.7,10.7,24470,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Missouri,2008,11.2,NA,45681,1.7,11.2,25128,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Missouri,2009,9.4,9.258333,44507,1.7,9.4,36152,655034,1930,184831,423,4846155,1531,5904382,332279,2209,0.449,0.0019,,,,,,,
Missouri,2010,9.9,9.575,44986,1.7,9.9,26691,674740,2289,198670,460,4818816,1301,5922314,333947,2208,0.45,0.002,,,,,,,
Missouri,2011,10.9,8.491667,44383,1.7,10.9,27405,681405,2381,206777,299,4829636,1463,5955802,330264,2211,0.4533,0.0018,,,,,,,
Missouri,2012,8.9,6.975,44615,1.7,8.9,25983,684756,2076,212152,139,4840138,1123,5982413,325062,2490,0.4551,0.0016,,,,,,,
Missouri,2013,8.6,8.491667,45012,1.7,8.6,25622,685908,2413,219705,209,4847928,1291,6007182,320051,2165,0.4576,0.0019,,,,,,,
Missouri,2014,8.4,6.733333,45105,1.6,8.4,27112,690115,2813,226388,216,4851262,942,6028076,316222,2251,0.4604,0.0019,,,,,,,
Missouri,2015,8.8,6.133333,45572,1.6,8.8,28024,691629,2653,233046,397,4849886,1111,6045448,313000,2195,0.4618,0.0016,,,,,,,
Missouri,2016,9.7,4.575,45259,1.6,9.7,27437,696649,2941,237284,295,4850569,1017,6059651,312070,2123,0.4632,0.0018,,,,,,,
Missouri,2017,8.7,3.75833333,45541,1.6,8.7,27911,698140,2735,244420,157,4849068,1065,6075300,311802,2193,0.463,0.0019,,,,,,,
Montana,2005,10.7,NA,39439,0.2,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Montana,2006,12.2,NA,40340,0.2,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Montana,2007,13.5,NA,41856,0.2,13.5,5359,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Montana,2008,12.2,NA,41132,0.3,12.2,5598,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Montana,2009,13.9,6.841667,39978,0.2,13.9,5444,4882,552,26853,453,840785,453,956257,53339,1071,0.438,0.0043,,,,,,,
Montana,2010,12.7,7.3,40924,0.3,12.7,5267,4001,456,27260,151,857768,258,973739,52304,1061,0.437,0.004,,,,,,,
Montana,2011,13,6.941667,41589,0.3,13,5093,4117,378,28368,135,863867,190,982854,52027,831,0.4377,0.0044,,,,,,,
Montana,2012,13.9,5.983333,41849,0.3,13.9,4939,3936,301,28984,126,868906,186,990785,50724,849,0.4398,0.0039,,,,,,,
Montana,2013,13,6.941667,41866,0.3,13,4987,3941,349,30490,152,873108,256,998554,49713,831,0.4442,0.0044,,,,,,,
Montana,2014,12.7,5.408333,42249,0.3,12.7,4860,4426,401,31902,187,877713,169,1006370,49451,940,0.4484,0.0035,,,,,,,
Montana,2015,12.2,4.658333,43543,0.3,12.2,5081,4515,385,33622,171,882585,155,1014699,48511,863,0.4539,0.0038,,,,,,,
Montana,2016,11.9,4.125,42528,0.2,11.9,5011,3948,296,34841,135,888635,152,1023391,48194,800,0.4587,0.0041,,,,,,,
Montana,2017,11.9,3.94166667,42759,0.2,11.9,4883,4080,355,36626,70,891990,189,1029862,48720,783,0.4607,0.0042,,,,,,,
Nebraska,2005,8.3,NA,50465,0.6,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Nebraska,2006,7.9,NA,51553,0.6,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Nebraska,2007,7.8,NA,52364,0.6,7.8,15108,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Nebraska,2008,8.3,NA,52088,0.6,8.3,11693,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Nebraska,2009,9.2,4.641667,51884,0.6,9.2,11675,72002,1041,137322,146,1492444,435,1772124,102974,1089,0.43,0.0029,,,,,,,
Nebraska,2010,9.3,4.625,53487,0.6,9.3,11822,76860,1018,151971,219,1494958,392,1799125,104851,1012,0.432,0.003,,,,,,,
Nebraska,2011,7.9,4.391667,55599,0.6,7.9,13319,78562,1185,159550,173,1498016,458,1813061,103954,1001,0.4346,0.0026,,,,,,,
Nebraska,2012,6,4.016667,55181,0.6,6,13367,80644,1066,167155,188,1500944,377,1827306,102793,1161,0.4357,0.0025,,,,,,,
Nebraska,2013,7.3,4.391667,56308,0.6,7.3,8701,82208,1190,173903,157,1503898,390,1841625,101586,891,0.4389,0.0029,,,,,,,
Nebraska,2014,7.3,3.766667,57018,0.6,7.3,8984,83932,1098,180448,62,1506879,403,1855617,101632,1030,0.4383,0.0024,,,,,,,
Nebraska,2015,7.7,3.266667,58327,0.6,7.7,11618,85748,960,186268,78,1509631,408,1869365,101468,1013,0.4421,0.0025,,,,,,,
Nebraska,2016,7.4,3.066667,58141,0.6,7.4,16534,85911,1245,191802,37,1511352,531,1881259,101656,1058,0.442,0.002,,,,,,,
Nebraska,2017,8.2,2.88333333,58986,0.6,8.2,16169,87260,1076,198300,32,1512046,455,1893921,101212,1138,0.4427,0.0026,,,,,,,
Nevada,2005,13.8,NA,57437,0.9,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Nevada,2006,14.8,NA,57562,0.9,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Nevada,2007,15.4,NA,55517,0.9,15.4,31601,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Nevada,2008,16.7,NA,52330,0.9,16.7,32083,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Nevada,2009,15.7,11.3,47396,0.8,15.7,19593,183465,1489,641593,0,1462384,752,2545763,138264,1926,0.433,0.0036,,,,,,,
Nevada,2010,15,13.5,47670,0.8,15,20799,201013,1694,673897,NA,1466994,643,2633331,143953,1530,0.437,0.004,,,,,,,
Nevada,2011,14.6,13.01667,47823,0.8,14.6,20522,206587,2006,698713,NA,1466177,774,2673396,147192,1762,0.4412,0.0038,,,,,,,
Nevada,2012,14.7,11.19167,46653,0.8,14.7,17277,210782,2049,717835,NA,1462400,698,2704204,149473,1770,0.4434,0.0034,,,,,,,
Nevada,2013,14.6,13.01667,46192,0.8,14.6,19815,216109,1699,734097,NA,1457795,717,2730066,150649,1540,0.4469,0.003,,,,,,,
Nevada,2014,14.4,9.625,46115,0.8,14.4,27307,220503,2006,752049,NA,1455192,653,2761584,151973,1442,0.4493,0.0027,,,,,,,
Nevada,2015,14.3,7.916667,47210,0.8,14.3,25555,225782,2037,770553,NA,1455277,675,2798636,153277,1672,0.451,0.0029,,,,,,,
Nevada,2016,12.1,5.733333,47708,0.8,12.1,26607,233440,1882,790497,NA,1455508,752,2839172,154118,1655,0.4522,0.0029,,,,,,,
Nevada,2017,12.7,5.05,48356,0.8,12.7,29185,242682,1827,814305,NA,1457272,745,2887725,154344,1426,0.4528,0.0026,,,,,,,
New Hampshire,2005,10.4,NA,49562,0.4,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
New Hampshire,2006,10.1,NA,50402,0.4,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
New Hampshire,2007,9.7,NA,50054,0.4,9.7,3607,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
New Hampshire,2008,10.6,NA,49408,0.4,10.6,2911,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
New Hampshire,2009,10.8,6.225,48970,0.4,10.8,3588,13580,493,33778,0,1224282,463,1315419,75600,964,0.418,0.0034,,,,,,,
New Hampshire,2010,10.2,5.833333,50458,0.4,10.2,4645,13401,492,35338,NA,1217683,664,1313939,75343,956,0.421,0.003,,,,,,,
New Hampshire,2011,11.1,5.408333,50644,0.4,11.1,4150,13668,528,36452,NA,1216365,523,1315911,74394,982,0.4255,0.0038,,,,,,,
New Hampshire,2012,10.5,5.483333,51126,0.4,10.5,3544,14289,682,37355,NA,1214875,426,1317474,73304,1068,0.428,0.004,,,,,,,
New Hampshire,2013,9.6,5.408333,51870,0.4,9.6,4158,14534,617,38817,NA,1212922,553,1319171,72122,1078,0.4326,0.0036,,,,,,,
New Hampshire,2014,9.9,5.083333,52163,0.4,9.9,3757,14488,682,40301,NA,1210946,522,1321069,70460,976,0.434,0.0036,,,,,,,
